State,County,Violent_crime,MNNM,Rape1,Robbery,Aggravated assault,"Property 
Crime",Burglary,Larceny-theft,Motor vehicle theft,Arson2
Washington,Chelan,42,1,3,3,35,315,86,202,27,1
Washington,Clark,354,3,82,39,230,"2,861",460,"1,850",551,22
Washington,Cowlitz,53,0,14,1,38,355,126,174,55,5
Washington,Douglas,20,0,8,4,8,276,64,185,27,2
Washington,Franklin,25,1,4,1,19,138,35,87,16,8
Washington,King,563,10,53,151,349,"3,645",718,"2,307",620,73
Washington,Kitsap,356,4,99,23,230,"2,448",477,"1,731",240,16
Washington,Pierce,"1,096",12,87,164,833,"7,093","1,618","4,330","1,145",55
Washington,Skagit,71,0,6,8,57,817,196,560,61,2
Washington,Skamania,8,0,0,0,8,138,43,85,10,1
Washington,Snohomish,504,1,64,84,355,"4,339",792,"2,764",783,27
Washington,Spokane,202,3,41,23,135,"2,786",578,"1,979",229,13
Washington,Stevens,31,2,2,2,25,350,114,188,48,2
Washington,Thurston,209,2,20,19,168,"1,484",402,878,204,8
Washington,Walla Walla,37,1,3,2,31,314,110,169,35,2
Washington,Whatcom,142,5,29,7,101,474,129,302,43,2
Washington,Yakima,168,9,33,28,98,"1,345",404,667,274,8
Washington,Adams,18,0,7,1,10,107,41,45,21,3
Washington,Clallam,80,1,16,6,57,546,135,374,37,3
Washington,Columbia,3,0,0,0,3,65,31,30,4,0
Washington,Ferry,1,0,0,0,1,43,5,32,6,1
Washington,Garfield,17,0,1,0,16,20,4,13,3,0
Washington,Grant,101,4,15,8,74,876,226,479,171,5
Washington,Grays Harbor,30,2,7,1,20,229,77,134,18,5
Washington,Island,44,0,9,1,34,503,158,310,35,1
Washington,Jefferson,22,1,2,1,18,284,169,107,8,1
Washington,Kittitas,25,3,6,1,15,237,67,142,28,5
Washington,Klickitat,3,0,1,0,2,41,33,7,1,0
Washington,Lewis,67,2,11,5,49,387,133,223,31,2
Washington,Lincoln,8,0,4,0,4,125,35,74,16,7
Washington,Mason,74,2,15,5,52,836,328,419,89,2
Washington,Pacific,18,0,1,1,16,136,61,60,15,0
Washington,Pend Oreille,21,2,6,0,13,136,38,76,22,0
Washington,San Juan,5,0,1,1,3,92,9,76,7,0
Washington,Wahkiakum,6,0,1,0,5,34,7,25,2,2
Washington,Whitman,15,0,3,0,12,64,17,33,14,1
West Virginia,Berkeley,77,2,13,0,62,49,0,49,0,3
West Virginia,Brooke,6,0,2,0,4,2,0,2,0,0
West Virginia,Cabell,40,1,5,3,31,447,53,377,17,4
West Virginia,Fayette,62,0,10,1,51,235,70,132,33,3
West Virginia,Hampshire,30,0,0,0,30,89,24,58,7,0
West Virginia,Hancock,8,0,4,0,4,2,0,2,0,0
West Virginia,Jackson,35,1,4,0,30,16,6,7,3,0
West Virginia,Jefferson,28,1,8,2,17,202,29,156,17,2
West Virginia,Kanawha,441,13,35,12,381,"1,228",397,649,182,21
West Virginia,Marshall,16,0,7,0,9,71,18,38,15,2
West Virginia,Mineral,14,0,1,0,13,54,4,48,2,1
West Virginia,Morgan,37,0,2,1,34,31,10,19,2,0
West Virginia,Preston,9,0,3,1,5,119,0,107,12,0
West Virginia,Raleigh,126,5,17,6,98,645,192,417,36,10
West Virginia,Wirt,12,0,0,0,12,35,18,16,1,3
West Virginia,Wood,105,0,11,1,93,323,81,194,48,4
West Virginia,Calhoun,2,0,0,0,2,11,2,8,1,0
West Virginia,Doddridge,12,1,3,0,8,41,13,23,5,1
West Virginia,Greenbrier,8,0,0,1,7,88,27,50,11,1
West Virginia,Hardy,24,1,0,0,23,9,2,6,1,0
West Virginia,Harrison,39,1,7,3,28,104,16,70,18,2
West Virginia,Lewis,11,1,0,0,10,6,3,2,1,0
West Virginia,Logan,91,2,0,0,89,2,0,2,0,2
West Virginia,McDowell,14,3,1,0,10,1,0,1,0,0
West Virginia,Mingo,5,3,0,1,1,6,2,3,1,0
West Virginia,Nicholas,173,2,2,0,169,10,0,10,0,1
West Virginia,Randolph,92,0,4,3,85,148,60,84,4,0
West Virginia,Upshur,8,0,3,0,5,5,0,5,0,1
West Virginia,Wetzel,20,0,0,0,20,23,9,10,4,0
West Virginia,Wyoming,90,0,0,0,90,80,25,43,12,0
Wisconsin,Brown,48,0,16,1,31,580,28,529,23,4
Wisconsin,Calumet,21,0,5,0,16,85,13,66,6,0
Wisconsin,Chippewa,40,0,17,1,22,268,97,156,15,0
Wisconsin,Columbia,26,0,9,1,16,235,73,145,17,1
Wisconsin,Dane,120,2,19,8,91,768,139,570,59,6
Wisconsin,Douglas4,11,0,0,2,9,228,79,128,21,1
Wisconsin,Eau Claire,20,0,6,1,13,217,59,142,16,0
Wisconsin,Fond du Lac,23,1,11,1,10,162,56,98,8,3
Wisconsin,Green,3,0,1,0,2,68,3,61,4,0
Wisconsin,Iowa,16,0,4,1,11,34,5,26,3,0
Wisconsin,Kenosha,59,1,14,5,39,331,51,254,26,3
Wisconsin,Kewaunee,16,1,5,1,9,37,7,29,1,0
Wisconsin,La Crosse,34,0,4,0,30,134,49,75,10,0
Wisconsin,Lincoln,68,0,16,0,52,115,20,82,13,1
Wisconsin,Marathon,68,3,10,3,52,284,68,198,18,1
Wisconsin,Milwaukee,118,3,6,11,98,147,7,72,68,1
Wisconsin,Oconto,8,0,4,0,4,249,119,119,11,0
Wisconsin,Outagamie,42,0,11,1,30,314,109,183,22,0
Wisconsin,Ozaukee,12,1,2,0,9,81,5,70,6,0
Wisconsin,Pierce,12,1,0,0,11,113,37,69,7,0
Wisconsin,Racine4,35,1,10,3,21,153,27,105,21,1
Wisconsin,Rock,39,0,7,3,29,212,41,157,14,1
Wisconsin,Sheboygan4,44,0,19,0,25,343,28,291,24,2
Wisconsin,St. Croix,34,0,1,4,29,294,53,213,28,1
Wisconsin,Washington,17,1,3,2,11,192,29,148,15,0
Wisconsin,Waukesha4,47,5,15,3,24,279,25,225,29,3
Wisconsin,Winnebago,20,1,5,0,14,288,143,137,8,0
Wisconsin,Ashland,20,0,0,0,20,54,21,25,8,0
Wisconsin,Barron,23,1,5,0,17,127,40,72,15,1
Wisconsin,Bayfield,15,1,1,0,13,93,18,65,10,2
Wisconsin,Buffalo4,5,0,1,1,3,19,2,12,5,0
Wisconsin,Burnett,45,2,6,2,35,297,106,165,26,1
Wisconsin,Clark,23,0,0,0,23,110,27,65,18,0
Wisconsin,Crawford,20,1,3,1,15,160,11,145,4,1
Wisconsin,Dodge,39,1,5,0,33,135,19,101,15,0
Wisconsin,Door,9,0,2,0,7,97,17,78,2,0
Wisconsin,Florence,12,0,0,0,12,5,1,4,0,0
Wisconsin,Forest,12,0,3,0,9,42,11,27,4,0
Wisconsin,Grant,29,2,10,0,17,115,15,84,16,0
Wisconsin,Green Lake,4,0,0,0,4,50,7,40,3,0
Wisconsin,Iron,4,0,0,0,4,46,4,39,3,0
Wisconsin,Jackson,8,0,0,0,8,139,40,80,19,0
Wisconsin,Jefferson,23,2,1,4,16,221,27,179,15,2
Wisconsin,Juneau,27,0,15,2,10,186,75,96,15,0
Wisconsin,Lafayette4,8,0,3,0,5,52,14,33,5,1
Wisconsin,Manitowoc,24,0,0,1,23,136,32,88,16,0
Wisconsin,Marinette4,24,1,4,0,19,182,44,129,9,0
Wisconsin,Marquette,7,0,3,0,4,70,17,49,4,0
Wisconsin,Menominee,1,0,1,0,0,11,1,10,0,0
Wisconsin,Monroe,50,0,7,0,43,249,195,46,8,1
Wisconsin,Oneida,24,0,6,0,18,82,18,60,4,2
Wisconsin,Pepin,3,0,1,0,2,27,9,17,1,0
Wisconsin,Polk,30,0,5,1,24,202,56,124,22,0
Wisconsin,Portage,30,1,8,0,21,121,43,68,10,0
Wisconsin,Price,5,0,1,1,3,84,16,64,4,1
Wisconsin,Rusk,34,3,6,1,24,35,7,23,5,1
Wisconsin,Sauk,22,1,4,1,16,247,52,174,21,0
Wisconsin,Sawyer,35,1,9,0,25,138,23,103,12,3
Wisconsin,Shawano4,31,0,6,3,22,231,54,153,24,2
Wisconsin,Taylor4,15,0,5,0,10,62,13,44,5,1
Wisconsin,Trempealeau4,13,0,4,0,9,58,16,35,7,0
Wisconsin,Vernon,4,0,0,0,4,94,9,80,5,3
Wisconsin,Vilas,4,0,0,1,3,93,20,67,6,0
Wisconsin,Walworth,17,0,1,1,15,94,19,65,10,2
Wisconsin,Washburn,15,0,1,0,14,90,21,63,6,0
Wisconsin,Waushara,21,0,8,0,13,113,31,80,2,0
Wisconsin,Wood,17,0,16,1,0,127,31,82,14,0
Wyoming,Laramie,83,1,5,2,75,424,98,277,49,1
Wyoming,Natrona4,47,2,12,2,31,146,33,83,30,0
Wyoming,Big Horn,5,0,3,0,2,22,6,14,2,0
Wyoming,Campbell,41,0,8,0,33,116,28,73,15,0
Wyoming,Carbon,9,0,2,0,7,25,2,22,1,1
Wyoming,Converse4,9,0,3,0,6,35,6,23,6,1
Wyoming,Crook4,5,0,3,0,2,17,5,12,0,0
Wyoming,Fremont,16,1,2,0,13,199,28,147,24,1
Wyoming,Goshen,16,1,3,0,12,60,26,31,3,1
Wyoming,Hot Springs4,0,0,0,0,0,19,2,17,0,0
Wyoming,Johnson,9,0,4,0,5,42,7,30,5,0
Wyoming,Lincoln,19,0,2,0,17,84,24,56,4,0
Wyoming,Niobrara,3,0,1,0,2,13,0,11,2,0
Wyoming,Park,17,0,7,0,10,74,29,40,5,1
Wyoming,Platte,2,0,1,0,1,48,2,39,7,0
Wyoming,Sheridan4,10,3,0,1,6,45,18,21,6,0
Wyoming,Sublette,1,0,0,0,1,43,5,35,3,0
Wyoming,Sweetwater,16,0,7,1,8,76,10,54,12,1
Wyoming,Uinta4,8,0,2,0,6,37,2,31,4,0
Wyoming,Washakie4,3,0,1,1,1,6,1,4,1,0
Wyoming,Weston,3,0,0,0,3,0,0,0,0,0
1 The figures shown in this column for the offense of rape were reported using only the revised Uniform Crime Reporting (UCR) definition of rape. See the downloadable Methodology file for further explanation. ,,,,,,,,,,,
2 The FBI does not publish arson data unless it receives data from either the agency or the state for all 12 months of the calendar year.,,,,,,,,,,,
"3 Limited data for 2020 were available for Alabama, Maryland, and Pennsylvania. ",,,,,,,,,,,
"4 Because of changes in the state/local agency's reporting practices, figures are not comparable to previous years' data. ",,,,,,,,,,,
5 The Tulare County Highway Patrol collects the motor vehicle thefts for this county. These data can be found in Table 11. ,,,,,,,,,,,
"6 The FBI determined that the agency's data were underreported. Consequently, those data are not included in this table.",,,,,,,,,,,
"7 The FBI determined that the agency's data were overreported. Consequently, those data are not included in this table.",,,,,,,,,,,
"8 The FBI determined that the state did not follow national UCR Program guidelines for reporting an offense. Consequently, this figure is not included in this table.",,,,,,,,,,,
"9 This agency submits rape data classified according to the legacy UCR definition; therefore, the rape offense and violent crime total, which rape is a part of, is not included in this table. See the downloadable Methodology file for further explanation. ",,,,,,,,,,,
